Time (s),Current (A),Voltage (V),Power (W),Cell Temp (C),Chamber Temp (C)
65.927946,-2.9775,3.0947,-2.9775,40.525784,40.593819
66.933536,-3.0095,3.0933,-3.0095,40.512422,40.608471
67.93113,-3.0046,3.0924,-3.0046,40.518005,40.607141
68.931952,-3.0122,3.0919,-3.0122,40.522635,40.606313
69.930854,-3.0002,3.0946,-3.0002,40.532647,40.614506
70.929748,-2.9889,3.0935,-2.9889,40.51483,40.621429
71.928463,-3.0149,3.0931,-3.0149,40.545642,40.615859
72.928171,-2.9685,3.0917,-2.9685,40.536146,40.620916
73.929739,-2.9981,3.0915,-2.9981,40.531655,40.623701
74.928278,-2.9936,3.0933,-2.9936,40.543648,40.61059
75.928179,-2.9868,3.0919,-2.9868,40.541015,40.607593
76.928389,-3.0114,3.0913,-3.0114,40.526648,40.596502
77.928102,-2.9702,3.0914,-2.9702,40.53518,40.630136
78.930774,-3.0173,3.0898,-3.0173,40.542043,40.611532
79.932271,-2.9715,3.0912,-2.9715,40.540699,40.600729
80.93114,-3.0216,3.0905,-3.0216,40.551388,40.617239
81.929255,-2.9472,3.0914,-2.9472,40.536258,40.616298
82.929547,-3.025,3.0897,-3.025,40.544087,40.61685
83.928174,-3.0019,3.0897,-3.0019,40.556668,40.622882
84.928225,-3.0182,3.0896,-3.0182,40.551525,40.605734
85.93068,-2.9983,3.0899,-2.9983,40.558137,40.61271
86.930135,-2.9791,3.0905,-2.9791,40.559154,40.618455
87.931123,-2.9976,3.0897,-2.9976,40.548025,40.601507
88.932615,-3.0223,3.0888,-3.0223,40.565664,40.627512
89.929904,-2.9951,3.0894,-2.9951,40.564761,40.608419
90.928062,-3.0141,3.0923,-3.0141,40.561626,40.603828
91.928442,-2.9815,3.0891,-2.9815,40.569302,40.60823
92.930277,-2.9581,3.0893,-2.9581,40.569113,40.604403
93.928802,-3.0013,3.0887,-3.0013,40.567745,40.609219
94.927459,-2.9768,3.09,-2.9768,40.580278,40.613385
95.928328,-3.0033,3.0898,-3.0033,40.573932,40.625593
96.929358,-2.9973,3.0875,-2.9973,40.57491,40.604742
97.928072,-3.0096,3.0884,-3.0096,40.578234,40.61607
98.927755,-2.999,3.0901,-2.999,40.586929,40.62622
99.926899,-2.9826,3.089,-2.9826,40.581822,40.613837
100.932386,-3.0065,3.0883,-3.0065,40.595947,40.621777
101.931721,-3.0108,3.0879,-3.0108,40.587254,40.614904
102.932523,-2.9856,3.0892,-2.9856,40.593564,40.615393
103.931908,-3.0052,3.0874,-3.0052,40.597541,40.607
104.93082,-2.964,3.0881,-2.964,40.584996,40.603187
105.928915,-2.9667,3.0878,-2.9667,40.587529,40.623546
106.929903,-2.954,3.087,-2.954,40.591506,40.602784
107.928299,-3.0023,3.0886,-3.0023,40.609886,40.621164
108.929224,-3.0009,3.0878,-3.0009,40.59896,40.610238
109.928498,-2.9947,3.0874,-2.9947,40.602307,40.618315
110.928694,-2.9854,3.0876,-2.9854,40.618078,40.613712
111.928001,-3.0169,3.0872,-3.0169,40.610449,40.606084
112.92829,-3.0042,3.0866,-3.0042,40.617864,40.612771
113.929023,-2.9552,3.0874,-2.9552,40.612782,40.619331
114.929474,-3.0117,3.0862,-3.0117,40.61962,40.615254
115.92863,-2.9931,3.0864,-2.9931,40.61346,40.610186
116.930594,-3.0058,3.0865,-3.0058,40.632253,40.585685
117.927689,-3.0003,3.0862,-3.0003,40.611529,40.612621
118.930294,-3.0407,3.0874,-3.0407,40.634461,40.597716
119.932663,-3.0819,3.0852,-3.0819,40.620511,40.590315
120.930848,-2.9888,3.0865,-2.9888,40.614852,40.618126
121.932321,-2.9995,3.0855,-2.9995,40.614576,40.612394
122.928177,-2.9836,3.0859,-2.9836,40.631311,40.612394
123.929033,-3.0362,3.0865,-3.0362,40.623924,40.61301
124.926642,-2.9772,3.0856,-2.9772,40.628653,40.600276
125.929312,-2.9949,3.0869,-2.9949,40.648712,40.613787
126.930431,-2.9689,3.085,-2.9689,40.644711,40.601418
127.930689,-2.9901,3.0865,-2.9901,40.657969,40.604126
128.930699,-2.9967,3.0856,-2.9967,40.648535,40.616884
129.973822,-3.0184,3.0859,-3.0184,40.666286,40.620084
130.933072,-3.0119,3.0856,-3.0119,40.652187,40.617262
131.933636,-2.9929,3.0854,-2.9929,40.657127,40.61529
132.930346,-2.9777,3.0863,-2.9777,40.655825,40.608894
510.000099,-0.00487,3.1271,-0.015198,40.648987,40.628978
510.976741,0.003027,3.1381,0.009536,40.652937,40.61401
511.973503,-0.001371,3.1418,-0.004283,40.666586,40.623294
512.973428,3.4E+038,3.1433,0.15612,40.649224,40.618301
513.979544,0.002855,3.1446,0.009017,40.661318,40.620936
514.973679,0.000134,3.1456,0.000454,40.673123,40.617462
515.973596,0.002992,3.1465,0.009448,40.669021,40.596261
516.975628,0.001208,3.1484,0.003808,40.664767,40.61238
517.975658,3.4E+038,3.1486,0.1576,40.670363,40.616157
518.976875,0.000987,3.1498,0.003132,40.677966,40.613574
519.97617,0.001037,3.1517,0.003269,40.671793,40.616496
520.978134,0.002469,3.1523,0.007798,40.692126,40.604815
521.976034,0.000762,3.1535,0.002408,40.663537,40.611878
522.973522,0.001182,3.1525,0.00373,40.696617,40.609306
523.974852,0.000843,3.153,0.002669,40.691098,40.61361
524.97674,-0.000162,3.1546,-0.000492,40.689668,40.615454
525.980217,0.005485,3.1544,0.017341,40.699038,40.597539
526.975185,-0.00034,3.1547,-0.001071,40.692554,40.606334
527.975948,0.001991,3.1556,0.006295,40.684739,40.601793
528.975145,0.003156,3.1563,0.009984,40.702701,40.617573
529.977972,0.003346,3.1563,0.010588,40.692817,40.608417
530.974536,0.002955,3.1568,0.009384,40.696203,40.62017
531.973969,0.001867,3.1569,0.0059,40.691401,40.606636
532.974098,0.004046,3.1595,0.012772,40.717604,40.60301
533.975075,0.005449,3.1592,0.017235,40.702087,40.616232
534.973274,0.006383,3.1575,0.020131,40.712937,40.595431
536.004341,3.4E+038,3.1588,0.14615,40.711395,40.608078
536.975265,0.003063,3.16,0.009812,40.704458,40.597866
537.977392,0.00848,3.1589,0.02684,40.699227,40.601002
538.975238,0.004998,3.1601,0.01583,40.712487,40.609533
539.975892,0.006506,3.1594,0.020628,40.713603,40.618653
540.974161,0.005161,3.1588,0.016345,40.715836,40.618703
541.977444,0.006363,3.1603,0.020136,40.70294,40.605079
542.976658,0.006222,3.1603,0.019685,40.723111,40.605606
543.976144,0.003843,3.1597,0.012176,40.713928,40.603699
544.975276,0.007852,3.1596,0.024846,40.70462,40.60203
545.977067,-0.002429,3.1603,-0.007621,40.716349,40.600663
546.977568,-0.000968,3.16,-0.00302,40.721542,40.600036
547.973759,0.004294,3.1612,0.01364,40.719548,40.604226
548.975009,-0.004603,3.1616,-0.014502,40.707055,40.602282
549.974616,-0.000849,3.1619,-0.00263,40.704056,40.600374
550.975617,0.00046,3.1621,0.001467,40.701762,40.611905
551.97506,0.0000306,3.1604,0.000137,40.716099,40.611691
552.975869,0.003193,3.1622,0.010109,40.722559,40.602507
553.974086,-0.003072,3.1634,-0.009661,40.714167,40.620672
554.975743,0.000409,3.1631,0.001308,40.707319,40.609822
555.974088,-0.002571,3.1622,-0.008083,40.714719,40.602307
556.974292,-0.000746,3.1623,-0.002358,40.721167,40.61967
557.973142,-0.002507,3.1625,-0.007884,40.706477,40.606434
558.973066,0.002264,3.1614,0.007211,40.718507,40.605731
559.978858,3.4E+038,3.1621,0.16208,40.715522,40.618026
560.976011,0.007301,3.1634,0.023095,40.728393,40.608342
561.973866,-0.000808,3.163,-0.002517,40.722609,40.617837
562.976584,-0.00019,3.1628,-0.000592,40.729509,40.617098
563.976146,0.004743,3.1639,0.015017,40.715961,40.603912
564.976446,0.004642,3.1633,0.01469,40.729923,40.626971
565.99657,-0.001561,3.1638,-0.004917,40.732983,40.611113
566.97496,0.004365,3.1636,0.013815,40.719373,40.602596
567.974471,0.052597,3.1637,0.16482,40.732872,40.62228
568.972899,0.005715,3.1624,0.018073,40.731266,40.615581
569.974375,0.002929,3.1624,0.009268,40.730312,40.60444
570.97453,-0.001055,3.1633,-0.003284,40.726951,40.605809
571.975346,-0.00298,3.1632,-0.009421,40.717429,40.605017
572.973537,0.003832,3.1644,0.01215,40.727867,40.587443
573.973312,0.003325,3.1638,0.010507,40.720453,40.600765
574.973893,-0.002028,3.1635,-0.006385,40.742932,40.581772
575.97336,0.002202,3.1628,0.007007,40.720742,40.595233
576.975671,-0.001716,3.1623,-0.005384,40.720992,40.617312
577.976558,-0.001639,3.1644,-0.005131,40.719451,40.601582
578.975557,0.007525,3.1653,0.02392,40.72152,40.607289
579.974882,0.0000262,3.1641,0.000131,40.735468,40.603412
580.987545,0.000606,3.164,0.001915,40.721042,40.610086
581.976285,0.006217,3.1644,0.019746,40.730978,40.616384
582.977333,0.0025,3.1647,0.007953,40.727215,40.595522
583.976364,0.055261,3.1649,0.17544,40.726926,40.608694
584.974924,0.0083,3.1649,0.02633,40.719914,40.61587
585.974601,0.005705,3.1647,0.018108,40.729523,40.610927
586.973041,0.003652,3.1657,0.011678,40.725496,40.614904
587.972991,0.006739,3.1647,0.021379,40.745378,40.613323
588.975612,0.000651,3.1644,0.002067,40.732758,40.595245
589.977591,0.00278,3.1655,0.00886,40.738605,40.608369
590.975357,0.000606,3.1648,0.001967,40.722574,40.599976
591.979626,0.005852,3.1642,0.018511,40.730914,40.584669
592.973051,0.002382,3.1652,0.00758,40.733963,40.610638
593.975293,-0.00089,3.1652,-0.002818,40.731655,40.594505
594.973583,0.002823,3.1648,0.008991,40.726762,40.624538
595.986481,0.002267,3.1654,0.007185,40.72606,40.606009
596.976965,-0.000214,3.1649,-0.000671,40.731855,40.595069
597.978535,0.002862,3.1651,0.009088,40.727326,40.594542
598.976871,0.003543,3.1644,0.011246,40.737764,40.604253
599.976689,0.001976,3.1652,0.006289,40.738039,40.611805
600.975646,0.051824,3.165,0.1624,40.74504,40.603889
601.973807,0.000695,3.1662,0.002211,40.738931,40.622519
602.973597,-0.000113,3.1658,-0.000344,40.735191,40.621689
603.975129,0.002889,3.1667,0.009177,40.745654,40.597591
604.974339,-0.00019,3.1657,-0.000594,40.741966,40.615004
605.975145,0.00393,3.1649,0.012457,40.721167,40.603662
606.976364,0.005656,3.1656,0.017907,40.737437,40.603926
607.977031,0.009963,3.1651,0.031577,40.740472,40.605506
608.974761,0.003935,3.1655,0.012493,40.726422,40.602368
609.975106,0.008607,3.1669,0.027306,40.736082,40.610575
610.978205,0.045938,3.1653,0.14381,40.72305,40.600088
611.976851,0.008224,3.167,0.026128,40.723802,40.596838
612.977501,0.00552,3.165,0.017508,40.746681,40.606986
613.975698,0.002815,3.1652,0.008933,40.743896,40.594742
614.977444,0.008735,3.166,0.027693,40.725094,40.608317
615.97485,0.007898,3.166,0.025011,40.734463,40.59222
616.974987,0.005475,3.1665,0.01739,40.734952,40.628726
617.973855,0.006626,3.1659,0.020992,40.738176,40.614852
618.974453,0.006318,3.1659,0.020076,40.740997,40.604576
619.974058,0.006396,3.1669,0.020306,40.716436,40.59602
620.974249,0.00338,3.1645,0.010679,40.735504,40.612544
621.974118,0.004216,3.166,0.013424,40.731792,40.61065
622.97386,0.006016,3.1667,0.019092,40.744624,40.602746
623.973968,-0.000561,3.1649,-0.00171,40.743632,40.623583
624.973917,0.000356,3.1657,0.001169,40.731428,40.612105
625.978075,3.4E+038,3.1675,0.16348,40.72912,40.603976
626.986142,-0.000673,3.1668,-0.002138,40.736457,40.588757
627.977153,-0.002879,3.1667,-0.009083,40.72902,40.5966
628.97538,-0.000775,3.1656,-0.002429,40.738365,40.611038
629.972383,-0.003605,3.1665,-0.011337,40.743894,40.620206
630.973753,-0.002444,3.1669,-0.00767,40.732894,40.613208
631.974902,3.4E+038,3.1667,0.15223,40.732456,40.603674
632.975687,0.003297,3.167,0.010499,40.740345,40.596648
633.974888,-0.001405,3.1661,-0.004424,40.72553,40.592382
634.974935,-0.001195,3.166,-0.003788,40.73475,40.608151
635.973508,-0.000853,3.1681,-0.002744,40.729921,40.619329
636.978549,0.005084,3.1673,0.016121,40.741311,40.610347
637.975159,0.004939,3.1664,0.015623,40.723923,40.607146
638.974646,0.001689,3.1675,0.005363,40.741548,40.621862
639.973906,3.4E+038,3.1677,0.17078,40.735364,40.605127
640.97322,0.007498,3.1663,0.023749,40.719533,40.592205
641.972564,0.004491,3.1669,0.014201,40.72272,40.613583
642.973247,0.001956,3.1664,0.006182,40.742689,40.610998
643.973788,0.007941,3.1673,0.025179,40.733456,40.582846
644.975988,0.002237,3.1657,0.007128,40.71602,40.609429
645.976253,-0.00025,3.1676,-0.000747,40.741623,40.614297
646.974068,-0.003442,3.1673,-0.010829,40.73101,40.595315
647.972293,-0.0000189,3.168,-0.0000303,40.730157,40.605741
648.974689,0.001592,3.1678,0.005121,40.725517,40.596734
649.976453,-0.000632,3.1674,-0.001955,40.715142,40.603094
650.975145,0.002112,3.1673,0.006743,40.728991,40.607485
651.974821,0.001533,3.1684,0.004922,40.710788,40.600922
652.975815,0.004052,3.1673,0.01289,40.71785,40.596707
653.975113,0.005237,3.1679,0.016639,40.725917,40.597862
654.973989,0.004696,3.1669,0.014894,40.725164,40.613481
655.974201,0.002172,3.1668,0.006918,40.724398,40.608713
656.974802,-0.00172,3.1684,-0.005403,40.71873,40.61796
657.97229,0.001559,3.1673,0.004988,40.722266,40.59421
658.976295,0.001589,3.1673,0.005042,40.739263,40.582468
659.975137,0.000992,3.1671,0.003142,40.742362,40.596118
660.973264,-0.001736,3.1669,-0.005492,40.724173,40.599028
661.977377,0.008578,3.1671,0.027195,40.722204,40.577777
662.973791,0.000741,3.1672,0.002357,40.724776,40.577074
663.973981,-0.00051,3.1663,-0.00158,40.724662,40.566046
664.973547,0.001039,3.1679,0.003305,40.719055,40.589908
665.974818,0.008981,3.1691,0.028427,40.722943,40.578516
666.97472,0.009331,3.167,0.029583,40.73392,40.585856
667.979013,0.005833,3.1674,0.018531,40.717762,40.58061
668.976653,0.006919,3.1682,0.021945,40.716934,40.595063
669.976497,3.4E+038,3.1679,0.18193,40.73417,40.580285
670.975218,0.009665,3.1689,0.030657,40.714062,40.584187
671.975251,0.008458,3.1682,0.026836,40.726517,40.600645
672.977125,-0.002047,3.1678,-0.006458,40.729641,40.607044
673.97457,0.009527,3.1679,0.030219,40.721136,40.613454
674.975324,-0.001962,3.1677,-0.006159,40.728925,40.607419
675.973785,-0.001664,3.1685,-0.005222,40.727233,40.584626
676.973217,0.000103,3.1671,0.000415,40.721174,40.604397
677.974356,-0.001315,3.1678,-0.004156,40.729339,40.597282
678.971956,-0.003916,3.1669,-0.012363,40.73447,40.60678
679.97449,0.003708,3.168,0.011747,40.736039,40.613442
680.97256,0.000362,3.1683,0.001158,40.722993,40.60949
681.973688,0.005853,3.1686,0.018523,40.72076,40.607621
682.972738,0.003826,3.1672,0.012133,40.717134,40.617819
683.973826,0.003117,3.1674,0.00986,40.729039,40.599529
684.975436,0.00127,3.1676,0.004022,40.719919,40.600595
685.972097,0.002385,3.1682,0.007565,40.717323,40.585629
686.982372,0.000362,3.1686,0.001168,40.715504,40.585265
687.974724,-0.00076,3.1672,-0.00239,40.725087,40.587573
688.974937,-0.000143,3.1675,-0.00041,40.713158,40.580372
689.97274,-0.002425,3.1679,-0.007632,40.729377,40.589681
690.975945,-0.000811,3.1678,-0.002508,40.723005,40.569118
691.975773,0.005637,3.1682,0.017918,40.718714,40.576834
692.9731,0.000852,3.1689,0.002725,40.707539,40.580574
693.972778,0.003514,3.1686,0.011173,40.725751,40.614067
694.974381,0.003256,3.1688,0.010401,40.729014,40.603869
695.972059,0.002736,3.169,0.008756,40.724849,40.60989
696.977181,0.006561,3.1688,0.020784,40.72451,40.5779
697.978538,0.002251,3.1671,0.007155,40.720044,40.607996
698.977134,0.000633,3.1672,0.002008,40.727772,40.593169
699.976046,0.005951,3.1681,0.018915,40.710636,40.615686
700.971758,0.002649,3.1669,0.00846,40.710111,40.593332
701.974321,3.4E+038,3.1668,0.086105,40.706585,40.60072
702.972935,0.002663,3.1686,0.008453,40.716043,40.588351
703.973063,0.000501,3.1693,0.00159,40.714187,40.590133
704.97243,0.000835,3.169,0.002652,40.703688,40.583271
705.973343,0.000482,3.1692,0.001523,40.715654,40.583596
706.973823,0.003399,3.1694,0.010796,40.709897,40.602578
707.973306,0.003282,3.1673,0.010416,40.715002,40.605136
708.975173,0.005747,3.1682,0.018249,40.72303,40.597157
709.973978,0.014407,3.1689,0.04569,40.703174,40.599856
710.972778,0.009194,3.1693,0.02916,40.71366,40.570324
711.97349,0.008175,3.1682,0.025936,40.739474,40.587773
712.974102,0.008253,3.1688,0.026191,40.718967,40.588364
713.972871,0.005884,3.1682,0.018666,40.719317,40.585804
714.976932,0.003978,3.1677,0.01266,40.712555,40.59796
715.975093,0.009742,3.1689,0.030927,40.711616,40.589744
716.975551,0.003014,3.1706,0.009588,40.714162,40.580285
717.974298,0.005407,3.1673,0.017175,40.704741,40.593783
718.975519,-0.002267,3.1681,-0.007099,40.701003,40.593683
719.977481,-0.001009,3.1699,-0.00317,40.721738,40.592955
720.972046,0.007506,3.1691,0.023818,40.723671,40.595979
721.971719,0.006023,3.1684,0.01913,40.707601,40.595552
722.971687,0.006324,3.1689,0.020071,40.704013,40.598512
723.973448,-0.002058,3.1691,-0.006476,40.715968,40.596643
724.971897,0.005815,3.1681,0.018456,40.716898,40.584112
725.972161,0.000716,3.1679,0.00234,40.69852,40.612664
726.975554,-0.003526,3.1683,-0.011174,40.705018,40.604611
727.975209,-0.001444,3.1697,-0.004552,40.722091,40.596582
728.972612,-0.002882,3.1697,-0.009132,40.689012,40.596607
729.973014,-0.00213,3.1681,-0.006703,40.714338,40.595013
730.971623,-0.004226,3.1687,-0.013347,40.703299,40.594524
731.973888,-0.001984,3.1681,-0.006277,40.711441,40.589205
732.974889,-0.002503,3.169,-0.00786,40.714615,40.594563
733.975312,0.002028,3.1691,0.006437,40.690505,40.596282
734.974073,3.4E+038,3.1696,0.14903,40.708517,40.589556
735.976436,3.4E+038,3.1695,0.16064,40.70562,40.594299
736.974523,0.00292,3.1696,0.009239,40.70656,40.596693
737.975101,0.004078,3.1698,0.012936,40.703274,40.602139
738.97391,0.000853,3.1689,0.002694,40.695648,40.59997
739.974055,0.004254,3.1698,0.013474,40.709697,40.600559
740.973213,0.001174,3.169,0.003717,40.709397,40.580613
741.973528,0.004487,3.1692,0.014214,40.706348,40.591025
742.976638,3.4E+038,3.1687,0.16448,40.699561,40.603519
743.9755,0.00245,3.1695,0.007753,40.704454,40.617508
744.973105,3.4E+038,3.1697,0.15731,40.716534,40.585931
745.972051,0.005259,3.1687,0.016673,40.714929,40.589419
746.978598,0.003157,3.1685,0.010079,40.698959,40.597096
747.978149,0.008443,3.1689,0.026802,40.713724,40.596946
748.975766,-0.00048,3.169,-0.001467,40.715192,40.589319
749.974785,-0.003228,3.1696,-0.010196,40.707753,40.582243
750.978797,0.00206,3.1687,0.006571,40.701894,40.596393
751.977137,0.000256,3.1695,0.000879,40.704518,40.585556
752.973927,3.4E+038,3.1693,0.15912,40.713987,40.575017
753.974316,0.003742,3.1706,0.011877,40.709108,40.588328
754.975407,0.003664,3.1697,0.011618,40.699977,40.581379
755.978349,-0.000632,3.1704,-0.001942,40.707928,40.567502
756.973617,-0.002718,3.169,-0.008593,40.702835,40.570412
757.97129,0.00573,3.1689,0.018158,40.705043,40.567527
758.975015,-0.001355,3.17,-0.004283,40.697042,40.591904
759.973542,0.000063,3.1703,0.000272,40.700891,40.569196
760.973113,-0.001294,3.1695,-0.004054,40.706612,40.585103
761.972034,-0.001683,3.1698,-0.005302,40.681461,40.577777
762.973172,-0.000267,3.1705,-0.000768,40.710213,40.577791
763.972962,-0.004366,3.1688,-0.01377,40.707778,40.591363
764.974215,0.007291,3.1693,0.023149,40.680583,40.573625
765.973457,3.4E+038,3.1698,0.1564,40.693052,40.588642
766.974902,0.002887,3.1702,0.009225,40.707214,40.584251
767.975126,0.006304,3.1707,0.02008,40.702949,40.606543
768.973517,-0.000881,3.1698,-0.002723,40.707867,40.585631
769.972183,0.001713,3.1702,0.005471,40.712985,40.591841
770.971565,-0.000976,3.17,-0.003031,40.713035,40.59662
771.974883,0.00095,3.169,0.00308,40.718191,40.599594
772.971476,-0.001291,3.1702,-0.004058,40.703738,40.584776
773.972246,0.000511,3.1698,0.001692,40.711341,40.58765
774.973638,0.000787,3.1698,0.002543,40.700314,40.585717
775.97236,0.002666,3.1706,0.008501,40.694596,40.596006
776.973269,0.001971,3.1694,0.006292,40.706223,40.597448
777.971328,0.006848,3.1704,0.021779,40.71178,40.588817
778.975128,0.00076,3.1689,0.002437,40.705634,40.587764
779.972646,0.006275,3.1693,0.019932,40.698283,40.594237
780.975111,-0.0000101,3.1695,-0.0000268,40.702449,40.603133
781.975676,-0.000275,3.1694,-0.000848,40.708558,40.602694
782.9783,0.002674,3.1692,0.008514,40.694445,40.590399
783.974305,3.4E+038,3.1702,0.15794,40.706951,40.605816
784.976061,0.000499,3.1692,0.001579,40.705721,40.600584
785.974314,-0.001475,3.1696,-0.004653,40.699575,40.592618
786.974878,0.000592,3.17,0.001907,40.691056,40.602289
787.972157,0.002837,3.1689,0.009006,40.68215,40.601386
788.972889,0.002545,3.1696,0.008105,40.703401,40.594262
789.972738,0.004437,3.1699,0.014053,40.705884,40.58474
790.971069,0.001154,3.1691,0.003664,40.690569,40.579974
791.97225,-0.002489,3.1705,-0.007869,40.713887,40.593107
792.972396,0.003499,3.1695,0.011095,40.699688,40.587639
793.97542,0.001779,3.1712,0.005664,40.683743,40.581515
794.974274,0.001486,3.1703,0.004716,40.702096,40.592593
795.973737,0.008135,3.17,0.025838,40.692199,40.568507
796.973351,0.008233,3.1689,0.026145,40.70276,40.568154
797.973097,0.00578,3.1703,0.018343,40.686265,40.576761
798.973124,0.007778,3.1703,0.024704,40.683643,40.580324
799.976231,0.006642,3.1701,0.021129,40.700678,40.591538
800.971231,0.004596,3.1706,0.014596,40.690317,40.590636
801.974235,0.008847,3.17,0.028067,40.682641,40.576774
802.971057,0.010943,3.1696,0.034732,40.688911,40.575769
803.971154,0.011157,3.1697,0.035414,40.698145,40.588278
804.973615,0.046351,3.1698,0.14725,40.680958,40.603105
